25500, 7681
25600, 7790
25700, 7820
25800, 7528
25900, 7777
26000, 7924
26100, 7697
26200, 7627
26300, 7818
26400, 7757
26500, 7739
26600, 7881
26700, 7864
26800, 7801
26900, 7960
27000, 7811
27100, 7752
27200, 7682
27300, 7775
27400, 7510
27500, 7901
27600, 7795
27700, 7917
27800, 7662
27900, 7846
28000, 7855
28100, 7977
28200, 7954
28300, 7576
28400, 7877
28500, 7968
28600, 7962
28700, 7757
28800, 7936
28900, 7793
29000, 7736
29100, 7623
29200, 7801
29300, 7876
29400, 7766
29500, 7810
29600, 7827
29700, 7883
29800, 7704
29900, 7882
30000, 7868
30100, 7730
30200, 7806
30300, 7958
30400, 7721
30500, 7712
30600, 7880
30700, 7800
30800, 7747
30900, 7759
31000, 7694
31100, 7803
31200, 7564
31300, 7906
31400, 7789
31500, 7888
31600, 7918
31700, 7839
31800, 7796
31900, 7953
32000, 7770
32100, 7720
32200, 7637
32300, 7797
32400, 7924
32500, 7913
32600, 7892
32700, 7652
32800, 7844
32900, 7743
33000, 7658
33100, 7757
33200, 7752
33300, 7670
33400, 7719
33500, 7713
33600, 7625
33700, 7861
33800, 7794
33900, 8017
34000, 7938
34100, 7666
34200, 8047
34300, 7741
34400, 7588
34500, 7765
34600, 7697
34700, 7846
34800, 7744
34900, 7954
35000, 7814
35100, 7741
35200, 7775
35300, 7833
35400, 7863
35500, 7924
35600, 7840
35700, 7859
35800, 7759
35900, 7805
36000, 7714
36100, 7832
36200, 7776
36300, 7945
36400, 7771
36500, 8113
36600, 7564
36700, 7719
36800, 7644
36900, 7721
37000, 7758
37100, 7745
37200, 7819
37300, 7855
37400, 7815
37500, 7956
37600, 7890
37700, 7929
37800, 7874
37900, 8017
38000, 7933
38100, 7590
38200, 7821
38300, 7959
38400, 7939
38500, 7834
38600, 7800
38700, 7906
38800, 7838
38900, 8027
39000, 7923
39100, 7920
39200, 7851
39300, 8018
39400, 7895
39500, 8137
39600, 8037
39700, 8025
39800, 7937
39900, 7808
40000, 7883
40100, 7959
40200, 7727
40300, 7750
40400, 8015
40500, 7876
40600, 7897
40700, 7811
40800, 7976
40900, 8063
41000, 7730
41100, 7769
41200, 7761
41300, 7912
41400, 7996
41500, 7816
41600, 8068
41700, 7940
41800, 8047
41900, 7877
42000, 7789
42100, 7742
42200, 7994
42300, 8030
42400, 8036
42500, 8032
42600, 7757
42700, 7913
42800, 7916
42900, 7836
43000, 7840
43100, 7988
43200, 8018
43300, 8020
43400, 7999
43500, 8096
43600, 7933
43700, 7969
43800, 8084
43900, 8121
44000, 8147
44100, 8154
44200, 8214
44300, 7768
44400, 8071
44500, 7908
44600, 7973
44700, 8054
44800, 8003
44900, 8197
45000, 8135
45100, 7991
45200, 7933
45300, 8239
45400, 7999
45500, 7934
45600, 7769
45700, 7890
45800, 8021
45900, 7958
46000, 7842
46100, 7958
46200, 8153
46300, 8074
46400, 8215
46500, 8141
46600, 8125
46700, 7905
46800, 7741
46900, 7932
47000, 7888
47100, 8006
47200, 7652
47300, 7901
47400, 7972
47500, 7877
47600, 8019
47700, 8182
47800, 8014
47900, 7953
48000, 8101
48100, 7896
48200, 7858
48300, 7882
48400, 7833
48500, 7829
48600, 7977
48700, 8152
48800, 8033
48900, 7976
49000, 7852
49100, 8024
49200, 7841
49300, 8035
49400, 7912
49500, 7837
49600, 7892
49700, 8024
49800, 7665
49900, 7731
50000, 7796
50100, 7936
50200, 7988
50300, 8189
50400, 8170
50500, 8131
50600, 8168
50700, 8038
50800, 7870
50900, 8162
51000, 8018
51100, 8103
51200, 7872
51300, 7908
51400, 7981
51500, 8093
51600, 8157
51700, 8324
51800, 7990
51900, 8051
52000, 8099
52100, 8041
52200, 8042
52300, 7816
52400, 8002
52500, 8078
52600, 7848
52700, 7989
52800, 7988
52900, 7956
53000, 7816
53100, 8038
53200, 8075
53300, 8217
53400, 8145
53500, 7770
53600, 7936
53700, 7938
53800, 8138
53900, 7930
54000, 8065
54100, 8055
54200, 7863
54300, 8029
54400, 8028
54500, 7800
54600, 7751
54700, 8153
54800, 7964
54900, 7842
55000, 7866
55100, 8023
55200, 8149
55300, 8053
55400, 8014
55500, 7906
55600, 8016
55700, 8091
55800, 8192
55900, 8046
56000, 8162
56100, 8161
56200, 8175
56300, 8148
56400, 7990
56500, 8222
56600, 7948
56700, 8074
56800, 8141
56900, 8170
57000, 8119
57100, 8081
57200, 7872
57300, 7955
57400, 8166
57500, 8064
57600, 8077
57700, 8200
57800, 7970
57900, 7997
58000, 8164
58100, 8148
58200, 7988
58300, 8265
58400, 8010
58500, 8039
58600, 8052
58700, 7907
58800, 7942
58900, 7990
59000, 8005
59100, 7982
59200, 8064
59300, 8203
59400, 7954
59500, 8060
59600, 8014
59700, 8110
59800, 8157
59900, 7979
60000, 8132
60100, 8257
60200, 8026
60300, 8275
60400, 7767
60500, 8153
60600, 8085
60700, 8116
60800, 8157
60900, 7999
61000, 8065
61100, 8168
61200, 8138
61300, 8077
61400, 8067
61500, 8060
61600, 7972
61700, 8189
61800, 8112
61900, 8209
62000, 8279
62100, 8242
62200, 8006
62300, 8180
62400, 8143
62500, 8180
62600, 7997
62700, 8163
62800, 8008
62900, 7899
63000, 7731
63100, 8100
63200, 8092
63300, 8010
63400, 8148
63500, 8159
63600, 7953
63700, 8111
63800, 7963
63900, 8052
64000, 8081
64100, 8208
64200, 8097
64300, 8173
64400, 8285
64500, 8183
64600, 8104
64700, 8017
64800, 8070
64900, 7960
65000, 7956
65100, 8044
65200, 8312
65300, 8181
65400, 8154
65500, 7993
65600, 8121
65700, 8014
65800, 8196
65900, 8102
66000, 8021
66100, 8019
66200, 8139
66300, 8010
66400, 8110
66500, 8192
66600, 8175
66700, 8001
66800, 7882
66900, 8011
67000, 8072
67100, 7881
67200, 8057
67300, 8124
67400, 8090
67500, 7967
67600, 8073
67700, 8114
67800, 8215
67900, 8138
68000, 8100
68100, 8076
68200, 8175
68300, 7975
68400, 7964
68500, 8022
68600, 8119
68700, 8282
68800, 8249
68900, 7853
69000, 7871
69100, 7895
69200, 7817
69300, 7901
69400, 7923
69500, 8058
69600, 7957
69700, 8069
69800, 8273
69900, 8250
70000, 7934
70100, 8207
70200, 8142
70300, 8208
70400, 8046
70500, 8227
70600, 8223
70700, 8058
70800, 8122
70900, 7965
71000, 7784
71100, 7836
71200, 7988
71300, 8235
71400, 8231
71500, 7988
71600, 7947
71700, 8032
71800, 7999
71900, 8163
72000, 8237
72100, 8280
72200, 7995
72300, 8134
72400, 7765
72500, 7876
72600, 7830
72700, 8013
72800, 8173
72900, 8235
73000, 8044
73100, 8023
73200, 7943
73300, 8225
73400, 8088
73500, 8066
73600, 8082
73700, 7843
73800, 7928
73900, 8087
74000, 8138
74100, 8015
74200, 7980
74300, 8010
74400, 7995
74500, 8127
74600, 8201
74700, 8116
74800, 8031
74900, 8059
75000, 8156
75100, 8158
75200, 8061
75300, 8072
75400, 8359
75500, 8197
75600, 8131
75700, 8191
75800, 8128
75900, 8164
76000, 7954
76100, 7925
76200, 7859
76300, 8153
76400, 7946
76500, 8088
76600, 8251
76700, 8042
76800, 7937
76900, 8140
77000, 8064
77100, 8204
77200, 8148
77300, 7972
77400, 7881
77500, 7925
77600, 8036
77700, 7917
77800, 8023
77900, 8314
78000, 8281
78100, 8297
78200, 8174
78300, 8123
78400, 8104
78500, 8339
78600, 8378
78700, 8126
78800, 8033
78900, 7943
79000, 8186
79100, 8031
79200, 8002
79300, 8027
79400, 8388
79500, 7992
79600, 8027
79700, 8213
79800, 8009
79900, 7964
80000, 8163
80100, 8052
80200, 8225
80300, 8017
80400, 7956
80500, 8070
80600, 8243
80700, 8041
80800, 8177
80900, 8128
81000, 8069
81100, 8056
81200, 8327
81300, 8154
81400, 8300
81500, 7971
81600, 8208
81700, 8169
81800, 7903
81900, 8309
82000, 7915
82100, 8113
82200, 8366
82300, 8096
82400, 8066
82500, 7901
82600, 7952
82700, 8232
82800, 7914
82900, 8037
83000, 7936
83100, 8211
83200, 8145
83300, 8262
83400, 8002
83500, 8093
83600, 8199
83700, 8061
83800, 8270
83900, 8173
84000, 8334
84100, 8132
84200, 8259
84300, 8233
84400, 8208
84500, 8118
84600, 8124
84700, 7910
84800, 7965
84900, 8223
85000, 8133
85100, 7937
85200, 7829
85300, 7998
85400, 7977
85500, 8300
85600, 8088
85700, 8149
85800, 8110
85900, 8106
86000, 8066
86100, 8073
86200, 8122
86300, 8321
86400, 8279
86500, 8276
86600, 8316
86700, 8256
86800, 8164
86900, 8437
87000, 8142
87100, 8472
87200, 8134
87300, 8209
87400, 7968
87500, 8027
87600, 8093
87700, 7964
87800, 8012
87900, 8194
88000, 8228
88100, 8297
88200, 8014
88300, 8289
88400, 8079
88500, 8318
88600, 8139
88700, 8193
88800, 8148
88900, 8020
89000, 8200
89100, 8104
89200, 8178
89300, 8029
89400, 7905
89500, 7776
89600, 7925
89700, 8014
89800, 8133
89900, 8070
90000, 8111
90100, 8063
90200, 7858
90300, 8176
90400, 8221
90500, 8224
90600, 8151
90700, 8174
90800, 8228
90900, 8267
91000, 8378
91100, 8302
91200, 8276
91300, 8197
91400, 7869
91500, 8088
91600, 7957
91700, 7943
91800, 8008
91900, 8092
92000, 8247
92100, 8373
92200, 8142
92300, 8116
92400, 8049
92500, 8181
92600, 8133
92700, 8379
92800, 8146
92900, 8016
93000, 8075
93100, 8119
93200, 8237
93300, 8041
93400, 8050
93500, 8157
93600, 8063
93700, 8244
93800, 8036
93900, 8091
94000, 7955
94100, 8377
94200, 8076
94300, 8108
94400, 8197
94500, 8223
94600, 8030
94700, 8232
94800, 8117
94900, 8198
95000, 8281
95100, 8085
95200, 8168
95300, 8171
95400, 8120
95500, 8260
95600, 8154
95700, 8167
95800, 8158
95900, 8068
96000, 8254
96100, 8194
96200, 8210
96300, 8278
96400, 8416
96500, 8169
96600, 8184
96700, 8280
96800, 8082
96900, 8290
97000, 8086
97100, 8224
97200, 8185
97300, 8099
97400, 8101
97500, 8160
97600, 8072
97700, 8303
97800, 8144
97900, 8209
98000, 8144
98100, 8041
98200, 8303
98300, 8434
98400, 8213
98500, 8284
98600, 8114
98700, 8270
98800, 7979
98900, 8124
99000, 8312
99100, 8044
99200, 8143
99300, 8142
99400, 8222
99500, 8356
99600, 8254
99700, 8164
99800, 8247
99900, 8145
